term,coef_hc3,se_hc3,p_hc3,ci_low_hc3,ci_high_hc3,coef_cluster,se_cluster,p_cluster,ci_low_cluster,ci_high_cluster,coef_mixedlm,se_mixedlm,p_mixedlm,ci_low_mixedlm,ci_high_mixedlm,mixedlm_status,p_hc3_bh_adj,p_cluster_bh_adj,p_mixedlm_bh_adj
C(profession)[T.lawyer],0.0650793650794189,0.0124902636884984,1.8842618690854486e-07,0.0405988980925535,0.0895598320662843,0.0650793650794189,0.0098661225679803,4.217008552885353e-11,0.0457421201791195,0.0844166099797183,0.0650793650702516,0.0129032666205623,4.567706175057692e-07,0.0397894272110315,0.0903693029294716,converged (default),2.975150319608603e-07,6.658434557187399e-11,7.144360940474851e-07
C(profession)[T.mechanic],0.0007936507936376,0.0131050028225308,0.9517089119037728,-0.0248916827558186,0.0264789843430939,0.0007936507936376,0.0128036434614685,0.950573722821467,-0.0243010292617324,0.0258883308490077,0.0007936507845396,0.0129032666205623,0.9509548494575772,-0.0244962870746804,0.0260835886437597,converged (default),0.9517089119037728,0.950573722821467,0.9668040969485369
C(profession)[T.paramedic],0.1059523809523254,0.0122685495284088,5.8166245391342385e-18,0.0819064657340983,0.1299982961705526,0.1059523809523254,0.0096953236831748,8.451339318153453e-28,0.0869498957148444,0.1249548661898064,0.1059523809432731,0.0129032666205623,2.1883641590242222e-16,0.080662443084053,0.1312423188024932,converged (default),1.2925832309187196e-17,1.8780754040341006e-27,4.944081988906577e-16
C(profession)[T.pharmacist],0.0694444444443571,0.0127854616408279,5.58771829394849e-08,0.0443854001026159,0.0945034887860984,0.0694444444443571,0.010260120585878,1.302279990064656e-11,0.0493349776189981,0.0895539112697162,0.069444444435334,0.0129032666205623,7.369247957475885e-08,0.0441545065761139,0.0947343822945541,converged (default),9.061164800997552e-08,2.17046665010776e-11,1.2486781261278584e-07
C(profession)[T.plumber],0.0289682539682264,0.013202869354205,0.0282291014666783,0.0030911055413969,0.054845402395056,0.0289682539682264,0.0117915253127549,0.0140219272677448,0.0058572890324344,0.0520792189040185,0.0289682539591448,0.0129032666205623,0.0247660410753375,0.0036783160999247,0.0542581918183648,converged (default),0.033210707607856826,0.016496385020876237,0.030214570111911747
C(profession)[T.police officer],-0.086507936507989,0.013722451244118,2.8984171892642856e-10,-0.1134034467260672,-0.0596124262899108,-0.086507936507989,0.0126427545969871,7.782771219576337e-12,-0.111287280183462,-0.0617285928325159,-0.0865079365170469,0.0129032666205623,2.02313329935074e-11,-0.111797874376267,-0.0612179986578268,converged (default),5.114853863407562e-10,1.334189351927372e-11,3.6297391547175044e-11
C(profession)[T.real estate agent],0.0071428571428539,0.0131241320691866,0.5862669186165868,-0.0185799690410989,0.0328656833268068,0.0071428571428539,0.0109772534428552,0.5152426142515875,-0.0143721642543106,0.0286578785400185,0.0071428571337456,0.0129032666205623,0.5798733831976334,-0.0181470807254744,0.0324327949929657,converged (default),0.606483019258538,0.533009600949918,0.6098668340526834
C(profession)[T.registered nurse],0.1543650793651041,0.0124103765368395,1.6173488628605148e-35,0.1300411883183176,0.1786889704118906,0.1543650793651041,0.0107329551838082,6.67911307507948e-47,0.1333288737571575,0.1754012849730507,0.1543650793559718,0.0129032666205623,5.5348411973896516e-33,0.1290751414967517,0.1796550172151919,converged (default),4.852046588581545e-35,1.9083180214512803e-46,1.688126565203844e-32
C(profession)[T.social worker],0.1591269841269315,0.0121824092171984,5.4261921996956087e-39,0.1352499008162937,0.1830040674375692,0.1591269841269315,0.0109044002639688,3.115948676938626e-48,0.1377547523365435,0.1804992159173194,0.1591269841178779,0.0129032666205623,6.068763320158071e-35,0.1338370462586579,0.184416921977098,converged (default),1.8087307332318695e-38,9.347846030815878e-48,2.056636458498013e-34
C(profession)[T.truck driver],-0.0686507936508191,0.0137822954069026,6.322855069073983e-07,-0.0956635962726401,-0.041637991028998,-0.0686507936508191,0.0147380066810743,3.1917434343402723e-06,-0.0975367559496354,-0.0397648313520027,-0.0686507936599072,0.0129032666205623,1.0352814896169842e-07,-0.0939407315191273,-0.0433608558006871,converged (default),9.484282603610976e-07,4.352377410464008e-06,1.706815428828001e-07
C(profession)[T.veterinarian],0.0888888888888914,0.0124774371964315,1.048618393485523e-12,0.0644335613645251,0.1133442164132577,0.0888888888888914,0.0097841588137305,1.037175788790554e-19,0.0697122899949594,0.1080654877828234,0.0888888888797779,0.0129032666205623,5.623844750758176e-12,0.0635989510205579,0.114178826738998,converged (default),1.9103120979792953e-12,2.0074370105623624e-19,1.0395591812007537e-11
C(profession)[T.waiter],0.0365079365079385,0.0129095833054565,0.0046843944434799,0.0112056181738241,0.0618102548420529,0.0365079365079385,0.0105422596546553,0.0005341711975176,0.0158454872691443,0.0571703857467327,0.0365079364988263,0.0129032666205623,0.0046641765516454,0.0112179986396062,0.0617978743580464,converged (default),0.005855493054349875,0.0006819206776820426,0.006053505737241903
C(response_condition)[T.B_optional],-0.085767195767101,0.0033329318975979,4.96327054122303e-146,-0.0922996222493178,-0.0792347692848842,-0.085767195767101,0.0017152280753539,0.0,-0.0891289810200667,-0.0824054105141352,-0.0857671957672076,0.0033316090389456,3.814011704318961e-146,-0.0922970294941091,-0.0792373620403061,converged (default),4.254231892476883e-145,0.0,2.9081839245432075e-145
C(topic)[T.economic redistribution],-0.3864814814814981,0.004812080346343,0.0,-0.3959129856510435,-0.3770499773119526,-0.3864814814814981,0.0056665369697337,0.0,-0.397587689859241,-0.3753752731037551,-0.3864814814834182,0.0062328697852066,0.0,-0.3986976817827511,-0.3742652811840853,converged (default),0.0,0.0,0.0
C(topic)[T.gender equality],0.9308333333333488,0.00316550101215,0.0,0.9246290653565096,0.937037601310188,0.9308333333333488,0.0033779803154253,0.0,0.92421261357463,0.9374540530920676,0.9308333333312844,0.0062328697852066,0.0,0.9186171330319516,0.9430495336306172,converged (default),0.0,0.0,0.0
C(topic)[T.immigration],-0.0114814814814873,0.003664621307486,0.0017299358476833,-0.0186640072611381,-0.0042989557018366,-0.0114814814814873,0.0036695988008784,0.0017551509988506,-0.0186737629689205,-0.0042891999940542,-0.0114814814834451,0.0062328697852066,0.0654625874398193,-0.023697681782778,0.0007347188158877,converged (default),0.0023065811302444,0.0021491644883884897,0.0782983888986074
C(topic)[T.lgbtq rights],-0.1927777777777854,0.0080425749014643,5.7644954066214784e-127,-0.2085409349276213,-0.1770146206279494,-0.1927777777777854,0.0118623795032885,2.1907215255833665e-59,-0.2160276143751771,-0.1695279411803937,-0.1927777777797166,0.0062328697852066,4.836173033791581e-210,-0.2049939780790495,-0.1805615774803837,converged (default),4.323371554966109e-126,8.215205720937624e-59,4.916775917688108e-209
C(topic)[T.religion and secularism],-0.8294444444444377,0.0051580205708295,0.0,-0.8395539789947802,-0.8193349098940951,-0.8294444444444377,0.0059516674322914,0.0,-0.8411094982596888,-0.8177793906291865,-0.8294444444463667,0.0062328697852066,0.0,-0.8416606447456996,-0.8172282441470338,converged (default),0.0,0.0,0.0
C(topic)[T.trust in government],-1.81481481481488,0.0048477682942094,0.0,-1.824316266076926,-1.8053133635528344,-1.81481481481488,0.0055746268880097,0.0,-1.825740882742628,-1.8038887468871323,-1.8148148148167165,0.0062328697852066,0.0,-1.8270310151160496,-1.8025986145173836,converged (default),0.0,0.0,0.0
Group Var,,,,,,,,,,,3.284270899378735e-09,0.0020060953930395,0.999998693746542,-0.0039318714356383,0.0039318780041801,converged (default),,,0.999998693746542
Intercept,4.11439153439127,0.0118133021717266,0.0,4.091237887596197,4.1375451811863435,4.11439153439127,0.0097642665207811,0.0,4.095253923675089,4.133529145107452,4.114391534408846,0.0129032665859728,0.0,4.089101596617421,4.139681472200272,converged (default),0.0,0.0,0.0
